nct_id,num_drugs,has_immuno,has_chemo,has_targeted,num_genes,has_biomarker,phase,sponsor_category
NCT02768701,2,1,0,0,0,0,,Other
NCT02755272,3,1,1,0,0,0,,Other
NCT04265872,1,0,0,0,0,0,,Academic
NCT06879704,1,0,0,0,0,0,,Other
NCT02513472,2,1,0,0,0,0,,Other
NCT00608972,3,0,1,1,0,0,,Academic
NCT01421472,2,0,1,0,0,0,,Other
NCT05490472,2,0,0,0,0,0,,Other
NCT02595372,1,0,0,0,0,0,,Other
NCT01045304,3,0,1,0,0,0,,Other
NCT00894504,3,0,1,0,0,0,,Other
NCT06433804,1,0,0,0,0,0,,Academic
NCT03829501,2,1,0,0,0,0,,Other
NCT04762901,6,0,1,0,0,0,,Academic
NCT05581004,3,1,0,0,0,0,,Other
NCT04314401,6,0,0,0,0,0,,Academic
NCT04123704,1,0,0,0,0,0,,Other
NCT04297267,2,0,1,0,0,0,,Academic
NCT06974604,1,0,0,0,0,0,,Academic
NCT02202746,1,0,0,0,0,0,,Other
NCT04335669,2,0,0,0,0,0,,Academic
NCT01276769,2,0,0,0,0,0,,Other
NCT06598046,1,0,0,0,0,0,,Academic
NCT03303846,3,0,0,0,0,0,,Other
NCT04504669,2,0,0,0,0,0,,Industry
NCT04001569,1,0,0,0,0,0,,Academic
NCT04606472,1,0,0,0,0,0,,Other
NCT02484404,3,0,0,1,0,0,,Academic
NCT03076372,1,0,0,0,0,0,,Other
NCT06400472,3,0,1,1,0,0,,Other
NCT03579472,2,0,0,0,0,0,,Other
NCT03997968,4,0,0,0,0,0,,Other
NCT04981119,3,0,0,0,0,0,,Other
NCT04722718,1,0,0,0,0,0,,Other
NCT06768931,1,0,0,0,0,0,,Academic
NCT02637531,2,1,0,0,0,0,,Other
NCT03720431,1,0,0,0,0,0,,Other
NCT06545331,2,1,0,0,0,0,,Industry
NCT05466760,1,0,0,0,0,0,,Academic
NCT03875313,2,0,0,0,0,0,,Other
NCT04025216,3,0,0,0,0,0,,Other
NCT03393416,2,0,0,0,0,0,,Other
NCT04243616,5,0,1,0,0,0,,Other
NCT04102618,4,1,0,1,0,0,,Other
NCT01141530,1,0,0,0,0,0,,Academic
NCT04699630,1,0,0,0,0,0,,Other
NCT04039230,2,0,0,0,0,0,,Academic
NCT02616848,2,0,0,0,0,0,,Other
NCT06845319,3,1,1,0,0,0,,Academic
NCT06195618,1,0,0,0,0,0,,Other
NCT03733119,2,0,0,0,0,0,,Academic
NCT06526819,1,0,0,0,0,0,,Other
NCT02819518,6,1,1,0,0,0,,Other
NCT01351103,2,0,0,0,0,0,,Industry
NCT05198843,2,0,0,0,0,0,,Academic
NCT03002103,3,0,1,0,0,0,,Other
NCT02447003,1,1,0,0,0,0,,Other
NCT02276443,5,0,0,0,0,0,,Other
NCT01849250,2,0,0,0,0,0,,Academic
NCT03098550,2,1,0,0,0,0,,Other
NCT05654623,2,0,0,0,0,0,,Industry
NCT04130750,1,0,0,0,0,0,,Academic
NCT03301350,6,0,1,0,0,0,,Academic
NCT05445050,1,0,0,0,0,0,,Academic
NCT03243838,1,0,0,0,0,0,,Academic
NCT02476955,3,0,0,0,0,0,,Other
NCT07046455,1,0,0,0,0,0,,Academic
NCT06831955,3,0,0,0,0,0,,Other
NCT05722795,1,0,0,0,0,0,,Other
NCT01957514,4,0,0,0,0,0,,Academic
NCT05694364,3,0,0,0,0,0,,Academic
NCT04508803,4,0,0,0,0,0,,Academic
NCT04365803,1,0,0,0,0,0,,Academic
NCT02688803,3,0,0,0,0,0,,Academic
NCT06309290,2,0,0,0,0,0,,Other
NCT02926690,1,0,0,0,0,0,,Other
NCT01587703,1,0,0,0,0,0,,Other
NCT04192903,1,0,0,0,0,0,,Academic
NCT06612203,1,0,0,0,0,0,,Other
NCT02423603,3,0,1,0,0,0,,Academic
NCT05609903,1,0,0,0,0,0,,Other
NCT05005403,3,0,0,1,0,0,,Other
NCT06795503,2,0,0,0,0,0,,Academic
NCT06385990,1,0,0,0,0,0,,Academic
NCT07054190,3,0,0,0,0,0,,Industry
NCT05132790,3,0,0,0,0,0,,Academic
NCT04849364,4,1,0,0,0,0,,Other
NCT05862064,2,0,0,0,0,0,,Academic
NCT03997123,3,0,1,0,0,0,,Industry
NCT03650738,1,0,0,0,0,0,,Academic
NCT05445908,2,0,0,0,0,0,,Other
NCT03979508,2,0,0,0,0,0,,Other
NCT03449108,9,1,0,0,0,0,,Other
NCT06732323,2,0,0,0,0,0,,Other
NCT06210438,1,0,0,0,0,0,,Academic
NCT00603408,3,0,1,0,0,0,,Academic
NCT07011823,1,0,0,0,0,0,,Academic
NCT03390608,14,0,0,0,0,0,,Academic
NCT00733408,3,0,0,1,0,0,,Academic
NCT04501523,2,0,0,0,0,0,,Academic
NCT06833723,1,0,0,0,0,0,,Academic
NCT01375023,2,0,0,0,0,0,,Academic
NCT03369223,3,1,0,0,0,0,,Other
NCT01738438,1,0,0,0,0,0,,Academic
NCT01333423,2,0,0,0,0,0,,Other
NCT01889238,1,0,0,0,0,0,,Industry
NCT02370238,3,0,1,0,0,0,,Other
NCT04177108,5,1,1,0,0,0,,Industry
NCT03577743,1,0,0,1,0,0,,Academic
NCT02201381,1,0,0,0,0,0,,Other
NCT02762981,1,0,0,0,0,0,,Other
NCT04438681,0,0,0,0,0,0,,Other
NCT06636981,2,0,0,0,0,0,,Academic
NCT01467310,1,0,0,0,0,0,,Other
NCT02457910,4,0,0,0,0,0,,Other
NCT06532812,5,1,0,0,0,0,,Other
NCT00754312,1,0,0,0,0,0,,Other
NCT03822312,2,0,0,0,0,0,,Academic
NCT03483012,2,1,0,0,0,0,,Academic
NCT02554812,5,0,0,0,0,0,,Industry
NCT05300412,0,0,0,0,0,0,,Academic
NCT05314114,1,0,0,0,0,0,,Academic
NCT04596150,2,0,0,0,0,0,,Other
NCT02792114,3,0,0,0,0,0,,Other
NCT05309655,5,0,0,0,0,0,,Academic
NCT04915755,2,0,0,0,0,0,,Other
NCT06889610,2,0,0,0,0,0,,Academic
NCT02427581,2,0,0,0,0,0,,Academic
NCT05862610,2,0,0,0,0,0,,Academic
NCT04111510,1,0,0,0,0,0,,Academic
NCT06407310,3,1,1,0,0,0,,Other
NCT03126110,3,1,0,0,0,0,,Other
NCT05269381,4,1,0,0,0,0,,Other
NCT02348281,1,0,0,0,0,0,,Academic
NCT03917381,4,0,0,0,0,0,,Other
NCT05910710,1,0,0,0,0,0,,Other
NCT02454010,1,0,0,0,0,0,,Other
NCT04584112,11,1,1,0,0,0,,Industry
NCT01031446,4,0,1,0,0,0,,Other
NCT03801369,7,0,0,1,0,0,,Other
NCT03094169,1,0,0,0,0,0,,Other
NCT03901469,2,0,0,0,0,0,,Other
NCT01176669,1,0,0,0,0,0,,Academic
NCT06617169,1,0,0,0,0,0,,Other
NCT06059469,1,0,0,0,0,0,,Academic
NCT06700369,0,0,0,0,0,0,,Other
NCT06281210,1,0,0,0,0,0,,Academic
NCT05082610,2,1,0,0,0,0,,Other
NCT06920810,1,0,0,0,0,0,,Academic
NCT05008510,3,0,0,0,0,0,,Other
NCT00580112,2,0,0,0,0,0,,Other
NCT05276310,1,0,0,0,0,0,,Other
NCT05872412,4,0,1,0,0,0,,Academic
NCT05396612,1,0,0,0,0,0,,Other
NCT01105312,8,0,0,0,0,0,,Other
NCT06627712,2,0,0,0,0,0,,Academic
NCT06349512,1,0,0,0,0,0,,Other
NCT03055312,2,0,0,0,0,0,,Academic
NCT05390710,1,0,0,0,0,0,,Other
NCT05374512,6,0,1,0,0,0,,Industry
NCT05918133,2,0,0,0,0,0,,Other
NCT02393287,1,0,0,0,0,0,,Other
NCT06224387,1,0,0,0,0,0,,Other
NCT06238687,1,0,0,0,0,0,,Other
NCT06577987,1,0,0,0,0,0,,Other
NCT05528133,2,0,0,0,0,0,,Academic
NCT01953536,5,0,0,0,0,0,,Other
NCT01498536,1,0,0,0,0,0,,Academic
NCT06637306,4,1,1,0,0,0,,Other
NCT05555706,1,0,0,0,0,0,,Other
NCT05180006,4,0,0,1,0,0,,Other
NCT04799249,4,0,1,0,0,0,,Other
NCT05759949,5,0,0,0,0,0,,Other
NCT04879849,3,1,0,0,0,0,,Other
NCT01618136,3,0,0,0,0,0,,Other
NCT05451849,3,0,0,0,0,0,,Other
NCT02366949,2,0,1,0,0,0,,Other
NCT06404736,3,0,1,0,0,0,,Academic
NCT06247449,3,0,0,0,0,0,,Other
NCT03742349,6,0,0,0,0,0,,Industry
NCT06992336,3,0,0,0,0,0,,Academic
NCT01674842,2,0,1,0,0,0,,Academic
NCT04060342,3,1,0,0,0,0,,Other
NCT03464942,2,1,0,0,0,0,,Other
NCT06349642,2,0,0,0,0,0,,Other
NCT05383170,2,0,0,0,0,0,,Other
NCT04669899,2,0,0,0,0,0,,Other
NCT04452370,1,0,0,0,0,0,,Other
NCT02225470,2,0,0,0,0,0,,Other
NCT05097599,7,0,0,0,0,0,,Other
NCT02938442,4,0,1,0,0,0,,Academic
NCT01910870,2,0,1,0,0,0,,Other
NCT05810870,2,0,0,0,0,0,,Other
NCT06977542,1,0,0,0,0,0,,Academic
NCT04159142,2,0,0,0,0,0,,Academic
NCT07054242,1,0,0,0,0,0,,Academic
NCT05958199,1,0,0,0,0,0,,Other
NCT03499899,3,0,1,0,0,0,,Industry
NCT04107142,1,0,0,0,0,0,,Other
NCT04892342,1,0,0,0,0,0,,Other
NCT04296942,4,0,0,0,0,0,,Academic
NCT01097642,2,0,0,0,0,0,,Academic
NCT01074970,3,0,1,0,0,0,,Other
NCT03077776,3,0,0,0,0,0,,Other
NCT02732860,1,0,0,0,0,0,,Academic
NCT02698176,1,0,0,0,0,0,,Other
NCT03596073,2,0,0,0,0,0,,Academic
NCT04142931,1,0,0,0,0,0,,Other
NCT02448576,1,0,0,0,0,0,,Other
NCT01732276,1,0,0,0,0,0,,Academic
NCT03982173,2,0,0,0,0,0,,Other
NCT06894173,0,0,0,0,0,0,,Other
NCT06224673,4,0,0,0,0,0,,Other
NCT03911973,2,0,0,0,0,0,,Other
NCT03746431,4,0,0,0,0,0,,Other
NCT05888831,2,1,0,0,0,0,,Other
NCT00817531,1,0,0,0,0,0,,Other
NCT01984866,0,0,0,0,0,0,,Academic
NCT01525966,3,0,1,0,0,0,,Other
NCT04140526,3,1,1,0,0,0,,Other
NCT04442126,1,0,0,0,0,0,,Other
NCT05255666,2,1,0,0,0,0,,Academic
NCT03797326,2,1,0,0,0,0,,Other
NCT03218826,4,0,1,0,0,0,,Academic
NCT01986426,4,0,0,0,0,0,,Other
NCT04768426,1,0,0,0,0,0,,Academic
NCT04443348,7,1,1,0,0,0,,Other
NCT03639948,4,1,1,0,0,0,,Academic
NCT04985357,0,0,0,0,0,0,,Other
NCT03000257,3,0,0,0,0,0,,Other
NCT02316457,2,0,0,0,0,0,,Other
NCT06249048,2,0,0,0,0,0,,Other
NCT01982448,2,0,1,0,0,0,,Academic
NCT05097248,3,0,0,0,0,0,,Academic
NCT06266026,1,0,0,0,0,0,,Other
NCT05981326,3,0,0,0,0,0,,Other
NCT06678048,1,0,0,0,0,0,,Academic
NCT03487666,2,1,0,0,0,0,,Academic
NCT05579366,4,1,1,1,0,0,,Other
NCT03952325,7,1,0,0,0,0,,Other
NCT04224922,4,0,1,0,0,0,,Other
NCT06657222,1,0,0,0,0,0,,Other
NCT01111825,2,0,0,0,0,0,,Other
NCT01204125,2,0,1,0,0,0,,Other
NCT04669522,0,0,0,0,0,0,,Academic
NCT04432857,2,1,0,0,0,0,,Other
NCT01695057,3,0,0,0,0,0,,Academic
NCT02615457,1,0,0,0,0,0,,Academic
NCT04993625,1,0,0,0,0,0,,Other
NCT06878625,2,0,0,0,0,0,,Academic
NCT03130439,1,0,0,0,0,0,,Academic
NCT04301739,3,0,0,0,0,0,,Other
NCT04226222,1,0,0,0,0,0,,Other
NCT05783622,1,0,0,0,0,0,,Other
NCT05358639,2,0,0,0,0,0,,Other
NCT05830539,2,0,0,0,0,0,,Other
NCT00618657,6,0,1,1,0,0,,Academic
NCT02456857,4,0,0,1,0,0,,Other
NCT06586957,1,0,0,0,0,0,,Other
NCT05088057,4,0,1,0,0,0,,Other
NCT01639248,1,0,0,0,0,0,,Other
NCT02555657,5,1,0,0,0,0,,Other
NCT05978648,8,0,1,1,0,0,,Other
NCT02580448,1,0,0,0,0,0,,Other
NCT04152057,3,0,0,1,0,0,,Academic
NCT02685657,4,0,1,0,0,0,,Other
NCT06802757,6,1,1,0,0,0,,Academic
NCT03071757,2,0,0,0,0,0,,Other
NCT03863457,1,0,0,0,0,0,,Other
NCT06399757,1,0,0,0,0,0,,Other
NCT02489448,1,0,0,0,0,0,,Academic
NCT06787339,1,0,0,0,0,0,,Academic
NCT04045522,1,0,0,0,0,0,,Academic
NCT03616886,4,0,1,0,0,0,,Academic
NCT02222922,4,0,0,0,0,0,,Industry
NCT05957939,1,0,0,0,0,0,,Other
NCT02178722,2,0,0,0,0,0,,Other
NCT03546686,5,1,0,0,0,0,,Academic
NCT05842148,3,0,0,0,0,0,,Academic
NCT04176848,2,0,0,0,0,0,,Other
NCT02627430,4,0,0,0,0,0,,Academic
NCT03310957,2,1,0,0,0,0,,Other
NCT02632448,2,0,0,0,0,0,,Other
NCT06337630,1,0,0,0,0,0,,Other
NCT06878248,1,0,0,0,0,0,,Other
NCT05632848,1,0,0,0,0,0,,Academic
NCT03444025,1,0,0,0,0,0,,Academic
NCT02996825,5,0,0,0,0,0,,Other
NCT02730130,2,1,0,0,0,0,,Other
NCT01575522,2,0,0,0,0,0,,Academic
NCT01975831,2,0,0,0,0,0,,Academic
NCT03589339,4,1,0,0,0,0,,Other
NCT06246786,1,0,0,0,0,0,,Other
NCT02676986,2,0,0,0,0,0,,Academic
NCT04803539,2,0,0,0,0,0,,Academic
NCT05821686,1,0,0,0,0,0,,Other
NCT05382286,6,1,1,0,0,0,,Other
NCT05774886,1,0,0,0,0,0,,Academic
NCT02921152,1,0,0,0,0,0,,Academic
NCT05435352,1,0,0,0,0,0,,Other
NCT03295552,2,0,1,0,0,0,,Academic
NCT02624700,4,0,0,0,0,0,,Academic
NCT01238952,1,0,0,0,0,0,,Other
NCT05909332,2,0,0,0,0,0,,Academic
NCT06273800,1,0,0,0,0,0,,Academic
NCT01251900,0,0,0,0,0,0,,Academic
NCT05306600,1,0,0,0,0,0,,Academic
NCT02358200,3,0,1,0,0,0,,Other
NCT05757232,0,0,0,0,0,0,,Other
NCT06959537,3,0,0,0,0,0,,Other
NCT06052852,2,0,0,0,0,0,,Other
NCT05174832,4,1,1,1,0,0,,Academic
NCT01306032,2,0,0,0,0,0,,Academic
NCT06793332,1,0,0,0,0,0,,Academic
NCT06274515,1,0,0,0,0,0,,Industry
NCT06582615,7,0,0,0,0,0,,Academic
NCT02247037,1,0,0,0,0,0,,Other
NCT01629615,1,0,0,0,0,0,,Other
NCT04148937,2,1,0,0,0,0,,Other
NCT03106415,3,1,0,0,0,0,,Other
NCT02509507,2,1,0,0,0,0,,Other
NCT05902988,1,0,0,0,0,0,,Other
NCT02158507,1,0,0,0,0,0,,Academic
NCT05272709,2,0,0,0,0,0,,Other
NCT01990209,1,0,0,0,0,0,,Other
NCT05953909,3,0,0,0,0,0,,Academic
NCT02670109,5,0,1,0,0,0,,Other
NCT06371807,1,0,0,0,0,0,,Other
NCT02876107,4,0,1,0,0,0,,Other
NCT05504707,2,0,0,0,0,0,,Academic
NCT06189209,1,0,0,0,0,0,,Other
NCT02101385,2,0,0,0,0,0,,Other
NCT02607215,2,0,0,0,0,0,,Academic
NCT04300556,4,0,0,0,0,0,,Other
NCT05675085,1,0,0,0,0,0,,Other
NCT02720185,3,0,0,0,0,0,,Academic
NCT03818685,3,1,0,0,0,0,,Other
NCT00546156,4,0,1,1,0,0,,Other
NCT06104085,1,0,0,0,0,0,,Academic
NCT04580485,2,0,0,0,0,0,,Other
NCT04551885,5,0,0,0,0,0,,Other
NCT01138085,2,0,0,0,0,0,,Other
NCT01165385,2,0,1,0,0,0,,Other
NCT00759785,1,0,0,0,0,0,,Other
NCT06230185,0,0,0,0,0,0,,Other
NCT04609215,1,0,0,0,0,0,,Other
NCT06150885,1,0,0,0,0,0,,Other
NCT05806385,2,0,0,0,0,0,,Academic
NCT05550415,2,0,0,0,0,0,,Academic
NCT05266937,1,0,0,0,0,0,,Other
NCT03562637,3,0,0,0,0,0,,Other
NCT03717415,2,0,1,0,0,0,,Other
NCT05339685,1,0,0,0,0,0,,Other
NCT06039956,1,0,0,0,0,0,,Other
NCT02752685,2,1,0,0,0,0,,Other
NCT02506556,1,0,0,0,0,0,,Other
NCT03345485,7,0,0,0,0,0,,Other
NCT02379585,6,0,1,1,0,0,,Other
NCT03304756,1,0,0,0,0,0,,Other
NCT02628132,2,0,1,0,0,0,,Academic
NCT01790932,1,0,0,0,0,0,,Academic
NCT04024800,2,1,0,0,0,0,,Other
NCT03277352,3,1,0,0,0,0,,Other
NCT06273852,1,0,0,0,0,0,,Other
NCT04244552,3,1,0,0,0,0,,Other
NCT02789332,5,0,0,0,0,0,,Other
NCT01669252,1,0,0,0,0,0,,Other
NCT05329532,3,1,0,0,0,0,,Other
NCT04460456,3,1,0,0,0,0,,Other
NCT06154109,3,0,0,0,0,0,,Other
NCT04030507,1,0,0,0,0,0,,Academic
NCT03554109,16,0,1,0,0,0,,Other
NCT04837209,3,0,0,0,0,0,,Academic
NCT03853707,7,1,1,0,0,0,,Other
NCT03971409,6,0,0,0,0,0,,Other
NCT02898207,2,0,0,1,0,0,,Academic
NCT05035407,4,0,0,0,0,0,,Academic
NCT03333915,1,0,0,0,0,0,,Other
NCT03417115,0,0,0,0,0,0,,Other
NCT04241237,1,0,0,0,0,0,,Academic
NCT02014337,1,0,0,0,0,0,,Other
NCT04454437,1,0,0,0,0,0,,Other
NCT01009437,2,0,0,0,0,0,,Academic
NCT04895709,3,0,1,0,0,0,,Other
NCT00721409,3,0,0,0,0,0,,Industry
NCT04230109,2,1,0,0,0,0,,Academic
NCT06771609,2,0,0,0,0,0,,Academic
NCT00986609,6,0,0,0,0,0,,Other
NCT05989828,13,0,0,0,0,0,,Academic
NCT05914961,0,0,0,0,0,0,,Academic
NCT01662128,1,0,0,0,0,0,,Academic
NCT02971761,3,1,0,0,0,0,,Other
NCT03538028,1,0,0,0,0,0,,Other
NCT03411161,3,0,1,0,0,0,,Other
NCT01653561,1,0,0,0,0,0,,Academic
NCT04861077,1,0,0,0,0,0,,Academic
NCT04137653,2,0,0,0,0,0,,Academic
NCT03599453,6,1,0,0,0,0,,Academic
NCT04985253,1,0,0,0,0,0,,Other
NCT03012477,2,0,1,0,0,0,,Academic
NCT03891953,2,0,0,0,0,0,,Industry
NCT06994377,1,0,0,0,0,0,,Academic
NCT01676753,2,1,0,0,0,0,,Other
NCT05169853,0,0,0,0,0,0,,Academic
NCT02723877,2,0,0,0,0,0,,Other
NCT03475953,5,0,0,0,0,0,,Other
NCT06840483,1,0,0,0,0,0,,Other
NCT07005583,1,0,0,0,0,0,,Academic
NCT01292083,7,0,0,0,0,0,,Academic
NCT02984683,1,0,0,0,0,0,,Other
NCT05491083,2,0,0,0,0,0,,Academic
NCT06460298,2,0,0,0,0,0,,Other
NCT06468098,2,0,0,0,0,0,,Other
NCT00861705,6,0,1,1,0,0,,Academic
NCT00940498,1,0,0,0,0,0,,Industry
NCT05891197,0,0,0,0,0,0,,Other
NCT02365805,3,0,0,0,0,0,,Other
NCT05216432,7,0,0,0,0,0,,Other
NCT02078752,2,0,0,0,0,0,,Industry
NCT04726332,4,0,0,0,0,0,,Industry
NCT06355037,3,0,0,0,0,0,,Academic
NCT03186937,1,0,0,0,0,0,,Academic
NCT01363232,1,0,0,0,0,0,,Industry
NCT01333137,2,0,0,0,0,0,,Other
NCT01969032,1,0,0,0,0,0,,Other
NCT05037825,1,0,0,0,0,0,,Other
NCT01116648,8,0,0,1,0,0,,Academic
NCT01881230,3,0,1,0,0,0,,Other
NCT06353997,2,1,0,0,0,0,,Other
NCT01173497,1,0,0,0,0,0,,Other
NCT05955105,2,0,0,0,0,0,,Other
NCT03981705,1,0,0,0,0,0,,Academic
NCT06471205,2,0,0,0,0,0,,Other
NCT03197805,1,0,0,0,0,0,,Other
NCT06225505,2,0,0,0,0,0,,Other
NCT04332653,2,0,0,0,0,0,,Other
NCT02309177,4,1,1,0,0,0,,Other
NCT03652077,1,0,0,0,0,0,,Other
NCT01289353,2,0,1,0,0,0,,Other
NCT05831553,1,0,0,0,0,0,,Other
NCT07018505,1,0,0,0,0,0,,Academic
NCT03674242,3,0,1,0,0,0,,Other
NCT00887575,3,0,1,0,0,0,,Other
NCT06008275,2,0,0,0,0,0,,Academic
NCT06825975,1,0,0,0,0,0,,Academic
NCT04296175,7,0,1,0,0,0,,Academic
NCT01401959,2,0,0,1,0,0,,Other
NCT04718675,1,0,0,0,0,0,,Other
NCT02812875,1,0,0,0,0,0,,Other
NCT03253575,1,0,0,0,0,0,,Other
NCT06746870,4,0,0,0,0,0,,Other
NCT06134375,3,1,0,0,0,0,,Other
NCT04313075,1,0,0,0,0,0,,Other
NCT02208375,5,0,0,1,0,0,,Other
NCT01349959,4,0,0,0,0,0,,Academic
NCT04020575,2,0,0,0,0,0,,Other
NCT02672475,3,0,1,0,0,0,,Other
NCT01111175,0,0,0,0,0,0,,Other
NCT05749575,1,0,0,0,0,0,,Academic
NCT03480659,0,0,0,0,0,0,,Other
NCT06492759,11,1,1,0,0,0,,Academic
NCT05082259,2,1,0,0,0,0,,Academic
NCT02737475,6,1,0,0,0,0,,Other
NCT00601159,1,0,0,0,0,0,,Academic
NCT06533059,1,0,0,0,0,0,,Other
NCT04691375,2,0,0,0,0,0,,Other
NCT02685059,5,0,0,0,0,0,,Other
NCT01562275,2,0,0,0,0,0,,Other
NCT01130259,1,0,0,0,0,0,,Other
NCT02637375,4,0,1,0,0,0,,Academic
NCT01104259,5,0,1,0,0,0,,Academic
NCT02950259,4,0,0,0,0,0,,Other
NCT03715959,2,0,0,0,0,0,,Academic
NCT04457700,0,0,0,0,0,0,,Academic
NCT05586659,0,0,0,0,0,0,,Academic
NCT03361800,1,0,0,0,0,0,,Other
NCT04461600,1,0,0,0,0,0,,Other
NCT06999187,1,0,0,0,0,0,,Other
NCT03281954,2,1,0,0,0,0,,Other
NCT01997333,2,0,0,0,0,0,,Other
NCT00371254,2,0,0,0,0,0,,Other
NCT04315233,2,0,0,0,0,0,,Academic
NCT01238133,6,0,1,0,0,0,,Academic
NCT02441933,2,0,0,0,0,0,,Academic
NCT05967533,1,0,0,0,0,0,,Academic
NCT01378533,1,0,0,0,0,0,,Other
NCT04520386,1,0,0,0,0,0,,Other
NCT03044730,3,1,0,0,0,0,,Academic
NCT07018427,1,0,0,0,0,0,,Academic
NCT03674827,1,0,0,0,0,0,,Industry
NCT02474173,4,0,1,0,0,0,,Academic
NCT06767527,3,0,0,0,0,0,,Other
NCT03244358,1,0,0,0,0,0,,Academic
NCT05498896,5,1,1,0,0,0,,Academic
NCT04348916,2,1,0,0,0,0,,Other
NCT01752686,1,0,1,0,0,0,,Academic
NCT04504916,1,0,0,0,0,0,,Other
NCT04602117,1,0,0,0,0,0,,Other
NCT02460224,2,0,0,0,0,0,,Industry
NCT01964924,3,0,0,0,0,0,,Academic
NCT02527434,3,0,0,0,0,0,,Industry
NCT05905341,14,0,0,0,0,0,,Industry
NCT07020117,2,0,0,0,0,0,,Other
NCT03213041,3,1,1,0,0,0,,Academic
NCT03617341,1,0,0,0,0,0,,Academic
NCT02067741,1,0,0,0,0,0,,Other
NCT04711824,4,0,0,1,0,0,,Other
NCT06355024,2,0,0,0,0,0,,Academic
NCT05128734,2,0,0,1,0,0,,Other
NCT03337724,3,0,1,0,0,0,,Industry
NCT05386524,3,0,0,0,0,0,,Academic
NCT06958224,1,0,0,0,0,0,,Academic
NCT02012634,0,0,0,0,0,0,,Academic
NCT00868634,5,0,0,1,0,0,,Other
NCT04540224,1,0,0,0,0,0,,Academic
NCT03686124,5,0,0,0,0,0,,Other
NCT02546934,2,0,0,0,0,0,,Academic
NCT05347134,1,0,0,0,0,0,,Academic
NCT05585034,2,0,0,0,0,0,,Other
NCT03371017,5,1,1,0,0,0,,Industry
NCT05969041,1,0,0,0,0,0,,Other
NCT05103917,1,0,0,0,0,0,,Other
NCT02404441,1,0,0,0,0,0,,Industry
NCT04360941,2,0,0,0,0,0,,Other
NCT01272141,1,0,0,0,0,0,,Academic
NCT01929941,4,0,0,0,0,0,,Other
NCT06309459,1,0,0,0,0,0,,Academic
NCT06190600,3,0,0,0,0,0,,Other
NCT03012100,5,0,0,0,0,0,,Other
NCT04742959,2,0,0,0,0,0,,Other
NCT02048059,1,0,0,0,0,0,,Other
NCT02863900,1,0,0,0,0,0,,Other
